CODE,COUNTRY,DATE,HDI,TC,TD,STI,POP,GDPCAP
AFG,Afghanistan,2019-12-31,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-01,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-02,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-03,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-04,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-05,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-06,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-07,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-08,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-09,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-10,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-11,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-12,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-13,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-14,0.498,0,0,0,17.4772331,7.497754494
AFG,Afghanistan,2020-01-15,0.498,0,0,0,17.4772331,7.497754494
